dteday,instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,day
2012-12-08,16825,4,1,12,19,0,6,0,1,0.4,0.4091,0.87,0.0,34,212,246,8
2012-12-08,16826,4,1,12,20,0,6,0,2,0.36,0.3788,1.0,0.0,20,162,182,8
2012-12-08,16827,4,1,12,21,0,6,0,2,0.36,0.3788,1.0,0.0,34,175,209,8
2012-12-08,16828,4,1,12,22,0,6,0,2,0.38,0.3939,0.94,0.1045,23,137,160,8
2012-12-08,16829,4,1,12,23,0,6,0,2,0.4,0.4091,0.94,0.0,18,144,162,8
2012-12-09,16830,4,1,12,0,0,0,0,2,0.4,0.4091,0.87,0.1343,15,103,118,9
2012-12-09,16831,4,1,12,1,0,0,0,2,0.4,0.4091,0.87,0.1045,17,85,102,9
2012-12-09,16832,4,1,12,2,0,0,0,2,0.4,0.4091,0.87,0.1045,8,70,78,9
2012-12-09,16833,4,1,12,3,0,0,0,2,0.4,0.4091,0.87,0.1045,14,34,48,9
2012-12-09,16834,4,1,12,4,0,0,0,2,0.4,0.4091,0.94,0.1045,1,11,12,9
2012-12-09,16835,4,1,12,5,0,0,0,2,0.4,0.4091,0.87,0.1045,0,8,8,9
2012-12-09,16836,4,1,12,6,0,0,0,3,0.4,0.4091,0.94,0.1045,0,6,6,9
2012-12-09,16837,4,1,12,7,0,0,0,3,0.4,0.4091,0.87,0.2239,1,22,23,9
2012-12-09,16838,4,1,12,8,0,0,0,3,0.4,0.4091,0.87,0.1642,1,68,69,9
2012-12-09,16839,4,1,12,9,0,0,0,2,0.4,0.4091,0.87,0.2537,9,94,103,9
2012-12-09,16840,4,1,12,10,0,0,0,2,0.4,0.4091,0.87,0.2836,39,180,219,9
2012-12-09,16841,4,1,12,11,0,0,0,2,0.4,0.4091,0.87,0.2985,40,210,250,9
2012-12-09,16842,4,1,12,12,0,0,0,2,0.4,0.4091,0.82,0.2985,60,255,315,9
2012-12-09,16843,4,1,12,13,0,0,0,2,0.38,0.3939,0.87,0.2836,65,220,285,9
2012-12-09,16844,4,1,12,14,0,0,0,2,0.38,0.3939,0.87,0.194,42,190,232,9
2012-12-09,16845,4,1,12,15,0,0,0,3,0.36,0.3485,0.93,0.1642,25,200,225,9
2012-12-09,16846,4,1,12,16,0,0,0,3,0.36,0.3485,0.93,0.1642,33,220,253,9
2012-12-09,16847,4,1,12,17,0,0,0,3,0.36,0.3485,0.93,0.1343,20,209,229,9
2012-12-09,16848,4,1,12,18,0,0,0,3,0.36,0.3636,0.93,0.0896,17,181,198,9
2012-12-09,16849,4,1,12,19,0,0,0,3,0.38,0.3939,0.94,0.0896,12,110,122,9
2012-12-09,16850,4,1,12,20,0,0,0,3,0.36,0.3636,1.0,0.0896,6,102,108,9
2012-12-09,16851,4,1,12,21,0,0,0,2,0.36,0.3636,1.0,0.1045,10,86,96,9
2012-12-09,16852,4,1,12,22,0,0,0,3,0.36,0.3636,0.93,0.1045,3,75,78,9
2012-12-09,16853,4,1,12,23,0,0,0,3,0.36,0.3636,1.0,0.0896,3,48,51,9
2012-12-10,16854,4,1,12,0,0,1,1,3,0.36,0.3636,1.0,0.0896,0,20,20,10
2012-12-10,16855,4,1,12,1,0,1,1,2,0.36,0.3788,1.0,0.0,0,4,4,10
2012-12-10,16856,4,1,12,2,0,1,1,2,0.38,0.3939,0.94,0.1045,2,3,5,10
2012-12-10,16857,4,1,12,3,0,1,1,2,0.38,0.3939,0.94,0.1045,0,4,4,10
2012-12-10,16858,4,1,12,4,0,1,1,2,0.38,0.3939,0.94,0.1045,3,9,12,10
2012-12-10,16859,4,1,12,5,0,1,1,2,0.38,0.3939,0.94,0.1045,0,27,27,10
2012-12-10,16860,4,1,12,6,0,1,1,2,0.38,0.3939,0.94,0.1642,2,121,123,10
2012-12-10,16861,4,1,12,7,0,1,1,2,0.38,0.3939,0.94,0.2537,3,291,294,10
2012-12-10,16862,4,1,12,8,0,1,1,2,0.42,0.4242,1.0,0.2537,9,575,584,10
2012-12-10,16863,4,1,12,9,0,1,1,2,0.42,0.4242,1.0,0.2239,11,273,284,10
2012-12-10,16864,4,1,12,10,0,1,1,2,0.44,0.4394,0.94,0.2239,12,121,133,10
2012-12-10,16865,4,1,12,11,0,1,1,3,0.46,0.4545,0.94,0.2239,8,126,134,10
2012-12-10,16866,4,1,12,12,0,1,1,3,0.44,0.4394,1.0,0.2239,23,150,173,10
2012-12-10,16867,4,1,12,13,0,1,1,3,0.44,0.4394,1.0,0.2239,30,190,220,10
2012-12-10,16868,4,1,12,14,0,1,1,2,0.5,0.4848,0.94,0.2239,31,179,210,10
2012-12-10,16869,4,1,12,15,0,1,1,2,0.5,0.4848,0.87,0.1642,29,207,236,10
2012-12-10,16870,4,1,12,16,0,1,1,2,0.5,0.4848,0.88,0.1045,37,308,345,10
2012-12-10,16871,4,1,12,17,0,1,1,2,0.48,0.4697,0.82,0.2836,38,578,616,10
2012-12-10,16872,4,1,12,18,0,1,1,2,0.46,0.4545,0.88,0.2836,20,544,564,10
2012-12-10,16873,4,1,12,19,0,1,1,1,0.52,0.5,0.77,0.2836,18,409,427,10
2012-12-10,16874,4,1,12,20,0,1,1,1,0.46,0.4545,0.88,0.2537,13,287,300,10
2012-12-10,16875,4,1,12,21,0,1,1,2,0.46,0.4545,0.94,0.194,21,224,245,10
2012-12-10,16876,4,1,12,22,0,1,1,2,0.5,0.4848,0.82,0.2239,11,115,126,10
2012-12-10,16877,4,1,12,23,0,1,1,1,0.46,0.4545,0.88,0.2537,8,76,84,10
2012-12-11,16878,4,1,12,0,0,2,1,3,0.46,0.4545,0.77,0.4627,2,29,31,11
2012-12-11,16879,4,1,12,1,0,2,1,1,0.42,0.4242,0.71,0.4478,1,7,8,11
2012-12-11,16880,4,1,12,2,0,2,1,2,0.4,0.4091,0.66,0.3284,0,1,1,11
2012-12-11,16881,4,1,12,3,0,2,1,3,0.36,0.3333,0.76,0.2836,0,3,3,11
2012-12-11,16882,4,1,12,4,0,2,1,2,0.34,0.3182,0.76,0.2836,0,8,8,11
2012-12-11,16883,4,1,12,5,0,2,1,3,0.34,0.303,0.71,0.3284,1,40,41,11
2012-12-11,16884,4,1,12,6,0,2,1,2,0.34,0.303,0.71,0.2985,0,118,118,11
2012-12-11,16885,4,1,12,7,0,2,1,1,0.34,0.303,0.66,0.4179,8,372,380,11
2012-12-11,16886,4,1,12,8,0,2,1,2,0.34,0.303,0.61,0.2985,16,708,724,11
2012-12-11,16887,4,1,12,9,0,2,1,1,0.34,0.303,0.61,0.3881,12,322,334,11
2012-12-11,16888,4,1,12,10,0,2,1,1,0.36,0.3333,0.57,0.3284,12,142,154,11
2012-12-11,16889,4,1,12,11,0,2,1,2,0.36,0.3333,0.53,0.3582,28,145,173,11
2012-12-11,16890,4,1,12,12,0,2,1,2,0.36,0.3182,0.53,0.4478,13,213,226,11
2012-12-11,16891,4,1,12,13,0,2,1,2,0.38,0.3939,0.5,0.2239,28,226,254,11
2012-12-11,16892,4,1,12,14,0,2,1,2,0.38,0.3939,0.5,0.2239,19,185,204,11
2012-12-11,16893,4,1,12,15,0,2,1,2,0.38,0.3939,0.5,0.2239,20,250,270,11
2012-12-11,16894,4,1,12,16,0,2,1,2,0.38,0.3939,0.5,0.2239,24,334,358,11
2012-12-11,16895,4,1,12,17,0,2,1,1,0.32,0.303,0.53,0.2239,21,580,601,11
2012-12-11,16896,4,1,12,18,0,2,1,1,0.32,0.303,0.53,0.2239,23,523,546,11
2012-12-11,16897,4,1,12,19,0,2,1,1,0.32,0.303,0.53,0.2239,21,412,433,11
2012-12-11,16898,4,1,12,20,0,2,1,1,0.32,0.303,0.53,0.2239,9,248,257,11
2012-12-11,16899,4,1,12,21,0,2,1,1,0.32,0.3182,0.53,0.194,14,193,207,11
2012-12-11,16900,4,1,12,22,0,2,1,1,0.3,0.2879,0.56,0.2239,6,100,106,11
2012-12-11,16901,4,1,12,23,0,2,1,1,0.3,0.2879,0.52,0.2239,4,60,64,11
2012-12-12,16902,4,1,12,0,0,3,1,1,0.3,0.303,0.52,0.1642,1,33,34,12
2012-12-12,16903,4,1,12,1,0,3,1,1,0.28,0.2727,0.61,0.2239,3,18,21,12
2012-12-12,16904,4,1,12,2,0,3,1,1,0.28,0.2727,0.56,0.1642,5,4,9,12
2012-12-12,16905,4,1,12,3,0,3,1,1,0.26,0.2727,0.6,0.1343,3,7,10,12
2012-12-12,16906,4,1,12,4,0,3,1,1,0.26,0.303,0.6,0.0,0,4,4,12
2012-12-12,16907,4,1,12,5,0,3,1,1,0.26,0.2576,0.6,0.194,0,37,37,12
2012-12-12,16908,4,1,12,6,0,3,1,2,0.26,0.2424,0.6,0.2537,2,126,128,12
2012-12-12,16909,4,1,12,7,0,3,1,2,0.26,0.2576,0.6,0.194,3,366,369,12
2012-12-12,16910,4,1,12,8,0,3,1,2,0.26,0.2576,0.65,0.1642,18,670,688,12
2012-12-12,16911,4,1,12,9,0,3,1,2,0.28,0.2879,0.61,0.1343,13,272,285,12
2012-12-12,16912,4,1,12,10,0,3,1,2,0.3,0.303,0.56,0.1642,20,116,136,12
2012-12-12,16913,4,1,12,11,0,3,1,2,0.32,0.303,0.49,0.2239,24,148,172,12
2012-12-12,16914,4,1,12,12,0,3,1,2,0.34,0.3636,0.42,0.0,14,218,232,12
2012-12-12,16915,4,1,12,13,0,3,1,2,0.34,0.3636,0.42,0.0,18,220,238,12
2012-12-12,16916,4,1,12,14,0,3,1,2,0.34,0.3636,0.46,0.0,34,191,225,12
2012-12-12,16917,4,1,12,15,0,3,1,2,0.34,0.3485,0.46,0.1045,21,207,228,12
2012-12-12,16918,4,1,12,16,0,3,1,2,0.34,0.3333,0.46,0.1343,19,310,329,12
2012-12-12,16919,4,1,12,17,0,3,1,2,0.32,0.303,0.53,0.2239,21,540,561,12
2012-12-12,16920,4,1,12,18,0,3,1,2,0.32,0.303,0.49,0.2239,25,515,540,12
2012-12-12,16921,4,1,12,19,0,3,1,2,0.3,0.2879,0.56,0.2239,18,384,402,12
2012-12-12,16922,4,1,12,20,0,3,1,1,0.3,0.2879,0.52,0.2836,25,243,268,12
2012-12-12,16923,4,1,12,21,0,3,1,2,0.3,0.2879,0.52,0.2537,16,186,202,12
2012-12-12,16924,4,1,12,22,0,3,1,2,0.3,0.2879,0.52,0.2239,4,118,122,12
2012-12-12,16925,4,1,12,23,0,3,1,2,0.28,0.2727,0.56,0.2239,3,76,79,12
2012-12-13,16926,4,1,12,0,0,4,1,2,0.28,0.2727,0.52,0.2239,1,31,32,13
2012-12-13,16927,4,1,12,1,0,4,1,2,0.28,0.2576,0.52,0.2836,4,19,23,13
2012-12-13,16928,4,1,12,2,0,4,1,2,0.26,0.2424,0.56,0.2537,3,5,8,13
2012-12-13,16929,4,1,12,3,0,4,1,2,0.26,0.2424,0.56,0.2836,0,2,2,13
2012-12-13,16930,4,1,12,4,0,4,1,2,0.26,0.2576,0.56,0.194,0,8,8,13
2012-12-13,16931,4,1,12,5,0,4,1,2,0.26,0.2576,0.56,0.1642,2,31,33,13
2012-12-13,16932,4,1,12,6,0,4,1,1,0.26,0.2424,0.56,0.2537,2,112,114,13
2012-12-13,16933,4,1,12,7,0,4,1,1,0.24,0.2273,0.6,0.2239,5,380,385,13
2012-12-13,16934,4,1,12,8,0,4,1,1,0.24,0.2273,0.6,0.194,24,655,679,13
2012-12-13,16935,4,1,12,9,0,4,1,1,0.28,0.2727,0.52,0.2537,25,300,325,13
2012-12-13,16936,4,1,12,10,0,4,1,1,0.32,0.303,0.45,0.2836,28,139,167,13
2012-12-13,16937,4,1,12,11,0,4,1,1,0.34,0.3182,0.42,0.2537,25,164,189,13
2012-12-13,16938,4,1,12,12,0,4,1,1,0.36,0.3333,0.4,0.2537,30,252,282,13
2012-12-13,16939,4,1,12,13,0,4,1,1,0.36,0.3485,0.34,0.194,41,230,271,13
2012-12-13,16940,4,1,12,14,0,4,1,1,0.36,0.3485,0.34,0.1642,31,211,242,13
2012-12-13,16941,4,1,12,15,0,4,1,1,0.36,0.3485,0.34,0.1343,40,240,280,13
2012-12-13,16942,4,1,12,16,0,4,1,1,0.34,0.3485,0.39,0.1045,50,356,406,13
2012-12-13,16943,4,1,12,17,0,4,1,1,0.32,0.3333,0.42,0.1045,43,507,550,13
2012-12-13,16944,4,1,12,18,0,4,1,1,0.32,0.3333,0.42,0.1045,20,446,466,13
2012-12-13,16945,4,1,12,19,0,4,1,1,0.3,0.303,0.45,0.1642,20,328,348,13
2012-12-13,16946,4,1,12,20,0,4,1,1,0.3,0.3333,0.45,0.0,6,235,241,13
2012-12-13,16947,4,1,12,21,0,4,1,1,0.28,0.3182,0.48,0.0,13,200,213,13
2012-12-13,16948,4,1,12,22,0,4,1,1,0.26,0.2879,0.6,0.0896,7,141,148,13
2012-12-13,16949,4,1,12,23,0,4,1,1,0.26,0.303,0.6,0.0,5,115,120,13
2012-12-14,16950,4,1,12,0,0,5,1,1,0.22,0.2576,0.64,0.0896,4,43,47,14
2012-12-14,16951,4,1,12,1,0,5,1,1,0.22,0.2576,0.69,0.0896,0,26,26,14
2012-12-14,16952,4,1,12,2,0,5,1,1,0.22,0.2727,0.69,0.0,3,6,9,14
2012-12-14,16953,4,1,12,3,0,5,1,1,0.2,0.2273,0.69,0.1045,0,12,12,14
2012-12-14,16954,4,1,12,4,0,5,1,1,0.2,0.2273,0.75,0.0896,1,9,10,14
2012-12-14,16955,4,1,12,5,0,5,1,1,0.2,0.2273,0.69,0.1045,0,34,34,14
2012-12-14,16956,4,1,12,6,0,5,1,1,0.16,0.1818,0.8,0.1045,1,112,113,14
2012-12-14,16957,4,1,12,7,0,5,1,1,0.2,0.2121,0.72,0.1045,3,305,308,14
2012-12-14,16958,4,1,12,8,0,5,1,1,0.2,0.2273,0.69,0.0896,13,623,636,14
2012-12-14,16959,4,1,12,9,0,5,1,1,0.24,0.2424,0.75,0.1343,13,330,343,14
2012-12-14,16960,4,1,12,10,0,5,1,1,0.26,0.2576,0.81,0.194,28,162,190,14
2012-12-14,16961,4,1,12,11,0,5,1,1,0.32,0.303,0.65,0.194,31,180,211,14
2012-12-14,16962,4,1,12,12,0,5,1,1,0.36,0.3485,0.5,0.194,29,244,273,14
2012-12-14,16963,4,1,12,13,0,5,1,1,0.36,0.3485,0.5,0.2239,39,274,313,14
2012-12-14,16964,4,1,12,14,0,5,1,1,0.4,0.4091,0.43,0.194,48,251,299,14
2012-12-14,16965,4,1,12,15,0,5,1,1,0.4,0.4091,0.47,0.1642,57,252,309,14
2012-12-14,16966,4,1,12,16,0,5,1,1,0.38,0.3939,0.54,0.194,45,372,417,14
2012-12-14,16967,4,1,12,17,0,5,1,1,0.34,0.3333,0.57,0.1642,40,582,622,14
2012-12-14,16968,4,1,12,18,0,5,1,1,0.36,0.3485,0.46,0.1343,23,432,455,14
2012-12-14,16969,4,1,12,19,0,5,1,1,0.34,0.3485,0.53,0.0896,17,302,319,14
2012-12-14,16970,4,1,12,20,0,5,1,1,0.32,0.3333,0.61,0.1343,12,209,221,14
2012-12-14,16971,4,1,12,21,0,5,1,1,0.3,0.303,0.75,0.1642,7,165,172,14
2012-12-14,16972,4,1,12,22,0,5,1,1,0.28,0.2879,0.75,0.1045,4,134,138,14
2012-12-14,16973,4,1,12,23,0,5,1,1,0.28,0.303,0.75,0.0896,11,123,134,14
2012-12-15,16974,4,1,12,0,0,6,0,1,0.3,0.3333,0.7,0.0,4,90,94,15
2012-12-15,16975,4,1,12,1,0,6,0,2,0.26,0.2879,0.81,0.0896,9,86,95,15
2012-12-15,16976,4,1,12,2,0,6,0,1,0.26,0.303,0.81,0.0,6,63,69,15
2012-12-15,16977,4,1,12,3,0,6,0,2,0.24,0.2879,0.81,0.0,5,18,23,15
2012-12-15,16978,4,1,12,4,0,6,0,2,0.24,0.2576,0.87,0.1045,1,5,6,15
2012-12-15,16979,4,1,12,5,0,6,0,2,0.26,0.303,0.75,0.0,0,3,3,15
2012-12-15,16980,4,1,12,6,0,6,0,2,0.24,0.2879,0.75,0.0,0,11,11,15
2012-12-15,16981,4,1,12,7,0,6,0,2,0.24,0.2576,0.75,0.0896,1,47,48,15
2012-12-15,16982,4,1,12,8,0,6,0,2,0.26,0.2879,0.75,0.0896,8,111,119,15
2012-12-15,16983,4,1,12,9,0,6,0,1,0.26,0.2727,0.75,0.1045,17,203,220,15
2012-12-15,16984,4,1,12,10,0,6,0,1,0.32,0.3182,0.61,0.1642,23,250,273,15
2012-12-15,16985,4,1,12,11,0,6,0,1,0.34,0.3485,0.61,0.0896,66,327,393,15
2012-12-15,16986,4,1,12,12,0,6,0,1,0.38,0.3939,0.5,0.0896,89,364,453,15
2012-12-15,16987,4,1,12,13,0,6,0,1,0.38,0.3939,0.54,0.2537,88,368,456,15
2012-12-15,16988,4,1,12,14,0,6,0,1,0.4,0.4091,0.5,0.1642,92,334,426,15
2012-12-15,16989,4,1,12,15,0,6,0,1,0.42,0.4242,0.47,0.0,95,352,447,15
2012-12-15,16990,4,1,12,16,0,6,0,1,0.4,0.4091,0.5,0.1343,85,328,413,15
2012-12-15,16991,4,1,12,17,0,6,0,1,0.4,0.4091,0.5,0.2239,35,274,309,15
2012-12-15,16992,4,1,12,18,0,6,0,1,0.38,0.3939,0.58,0.1642,40,232,272,15
2012-12-15,16993,4,1,12,19,0,6,0,1,0.36,0.3485,0.62,0.1343,32,225,257,15
2012-12-15,16994,4,1,12,20,0,6,0,2,0.36,0.3485,0.57,0.194,23,178,201,15
2012-12-15,16995,4,1,12,21,0,6,0,1,0.36,0.3485,0.62,0.1343,15,169,184,15
2012-12-15,16996,4,1,12,22,0,6,0,1,0.36,0.3485,0.62,0.194,22,134,156,15
2012-12-15,16997,4,1,12,23,0,6,0,2,0.36,0.3485,0.62,0.1343,11,108,119,15
2012-12-16,16998,4,1,12,0,0,0,0,2,0.36,0.3788,0.62,0.0,8,102,110,16
2012-12-16,16999,4,1,12,1,0,0,0,3,0.34,0.3485,0.76,0.1045,14,82,96,16
2012-12-16,17000,4,1,12,2,0,0,0,2,0.34,0.3485,0.87,0.0896,8,79,87,16
2012-12-16,17001,4,1,12,3,0,0,0,2,0.34,0.3333,0.87,0.194,1,37,38,16
2012-12-16,17002,4,1,12,4,0,0,0,2,0.34,0.3636,0.87,0.0,1,10,11,16
2012-12-16,17003,4,1,12,5,0,0,0,2,0.34,0.3636,0.87,0.0,0,9,9,16
2012-12-16,17004,4,1,12,6,0,0,0,2,0.34,0.3636,0.87,0.0,0,6,6,16
2012-12-16,17005,4,1,12,7,0,0,0,2,0.34,0.3485,0.87,0.0896,5,22,27,16
2012-12-16,17006,4,1,12,8,0,0,0,2,0.36,0.3485,0.87,0.1343,12,76,88,16
2012-12-16,17007,4,1,12,9,0,0,0,2,0.36,0.3485,0.87,0.1343,19,113,132,16
2012-12-16,17008,4,1,12,10,0,0,0,2,0.36,0.3485,0.87,0.1343,42,215,257,16
2012-12-16,17009,4,1,12,11,0,0,0,2,0.36,0.3485,0.87,0.1343,47,248,295,16
2012-12-16,17010,4,1,12,12,0,0,0,2,0.38,0.3939,0.82,0.194,67,350,417,16
2012-12-16,17011,4,1,12,13,0,0,0,2,0.38,0.3939,0.76,0.194,67,289,356,16
2012-12-16,17012,4,1,12,14,0,0,0,2,0.38,0.3939,0.76,0.1343,50,260,310,16
2012-12-16,17013,4,1,12,15,0,0,0,2,0.38,0.3939,0.82,0.1045,46,292,338,16
2012-12-16,17014,4,1,12,16,0,0,0,2,0.38,0.3939,0.82,0.1045,66,334,400,16
2012-12-16,17015,4,1,12,17,0,0,0,2,0.38,0.3939,0.82,0.1045,29,214,243,16
2012-12-16,17016,4,1,12,18,0,0,0,3,0.38,0.3939,0.82,0.1045,8,99,107,16
2012-12-16,17017,4,1,12,19,0,0,0,1,0.36,0.3485,0.93,0.1343,10,99,109,16
2012-12-16,17018,4,1,12,20,0,0,0,2,0.38,0.3939,0.82,0.0,14,108,122,16
2012-12-16,17019,4,1,12,21,0,0,0,2,0.36,0.3788,0.93,0.0,14,92,106,16
2012-12-16,17020,4,1,12,22,0,0,0,2,0.4,0.4091,0.82,0.194,6,83,89,16
2012-12-16,17021,4,1,12,23,0,0,0,2,0.36,0.3485,0.93,0.1343,4,29,33,16
2012-12-17,17022,4,1,12,0,0,1,1,2,0.38,0.3939,0.87,0.0,2,26,28,17
2012-12-17,17023,4,1,12,1,0,1,1,2,0.38,0.3939,0.87,0.1045,1,14,15,17
2012-12-17,17024,4,1,12,2,0,1,1,2,0.38,0.3939,0.94,0.0,1,4,5,17
2012-12-17,17025,4,1,12,3,0,1,1,2,0.36,0.3788,0.93,0.0,0,3,3,17
2012-12-17,17026,4,1,12,4,0,1,1,3,0.36,0.3788,1.0,0.0,2,3,5,17
2012-12-17,17027,4,1,12,5,0,1,1,2,0.38,0.3939,0.87,0.0,0,24,24,17
2012-12-17,17028,4,1,12,6,0,1,1,2,0.36,0.3485,0.93,0.1343,1,107,108,17
2012-12-17,17029,4,1,12,7,0,1,1,2,0.36,0.3485,0.93,0.1343,5,314,319,17
2012-12-17,17030,4,1,12,8,0,1,1,2,0.38,0.3939,0.87,0.1045,10,582,592,17
2012-12-17,17031,4,1,12,9,0,1,1,2,0.4,0.4091,0.87,0.0,11,271,282,17
2012-12-17,17032,4,1,12,10,0,1,1,2,0.38,0.3939,0.87,0.0896,15,120,135,17
2012-12-17,17033,4,1,12,11,0,1,1,2,0.4,0.4091,0.87,0.0896,22,148,170,17
2012-12-17,17034,4,1,12,12,0,1,1,2,0.4,0.4091,0.87,0.0,21,211,232,17
2012-12-17,17035,4,1,12,13,0,1,1,2,0.4,0.4091,0.87,0.1343,16,194,210,17
2012-12-17,17036,4,1,12,14,0,1,1,2,0.4,0.4091,0.87,0.0896,12,169,181,17
2012-12-17,17037,4,1,12,15,0,1,1,2,0.42,0.4242,0.88,0.0,15,196,211,17
2012-12-17,17038,4,1,12,16,0,1,1,3,0.4,0.4091,0.94,0.2537,15,287,302,17
2012-12-17,17039,4,1,12,17,0,1,1,2,0.4,0.4091,0.94,0.2537,17,478,495,17
2012-12-17,17040,4,1,12,18,0,1,1,2,0.4,0.4091,0.94,0.0896,14,493,507,17
2012-12-17,17041,4,1,12,19,0,1,1,2,0.42,0.4242,0.88,0.1343,7,333,340,17
2012-12-17,17042,4,1,12,20,0,1,1,2,0.42,0.4242,0.94,0.2537,8,192,200,17
2012-12-17,17043,4,1,12,21,0,1,1,2,0.42,0.4242,0.94,0.1343,6,114,120,17
2012-12-17,17044,4,1,12,22,0,1,1,2,0.42,0.4242,0.94,0.1343,5,49,54,17
2012-12-17,17045,4,1,12,23,0,1,1,3,0.42,0.4242,0.94,0.2239,6,41,47,17
2012-12-18,17046,4,1,12,0,0,2,1,2,0.44,0.4394,0.94,0.1343,0,18,18,18
2012-12-18,17047,4,1,12,1,0,2,1,2,0.44,0.4394,0.94,0.1343,0,15,15,18
2012-12-18,17048,4,1,12,2,0,2,1,2,0.44,0.4394,0.88,0.2239,2,5,7,18
2012-12-18,17049,4,1,12,3,0,2,1,1,0.42,0.4242,0.88,0.194,0,5,5,18
2012-12-18,17050,4,1,12,4,0,2,1,1,0.42,0.4242,0.82,0.1642,3,5,8,18
2012-12-18,17051,4,1,12,5,0,2,1,1,0.38,0.3939,0.87,0.0896,0,36,36,18
2012-12-18,17052,4,1,12,6,0,2,1,1,0.36,0.3485,0.93,0.1642,1,117,118,18
2012-12-18,17053,4,1,12,7,0,2,1,1,0.36,0.3485,0.93,0.1343,4,351,355,18
2012-12-18,17054,4,1,12,8,0,2,1,1,0.38,0.3939,0.94,0.0,10,652,662,18
2012-12-18,17055,4,1,12,9,0,2,1,1,0.4,0.4091,0.87,0.0896,19,307,326,18
2012-12-18,17056,4,1,12,10,0,2,1,1,0.44,0.4394,0.77,0.0896,22,162,184,18
2012-12-18,17057,4,1,12,11,0,2,1,1,0.48,0.4697,0.63,0.2239,58,211,269,18
2012-12-18,17058,4,1,12,12,0,2,1,3,0.48,0.4697,0.48,0.2537,49,264,313,18
2012-12-18,17059,4,1,12,13,0,2,1,1,0.5,0.4848,0.42,0.2836,51,235,286,18
2012-12-18,17060,4,1,12,14,0,2,1,1,0.46,0.4545,0.47,0.4478,56,191,247,18
2012-12-18,17061,4,1,12,15,0,2,1,1,0.46,0.4545,0.44,0.4925,28,218,246,18
2012-12-18,17062,4,1,12,16,0,2,1,1,0.44,0.4394,0.41,0.4627,40,323,363,18
2012-12-18,17063,4,1,12,17,0,2,1,1,0.4,0.4091,0.47,0.4478,39,533,572,18
2012-12-18,17064,4,1,12,18,0,2,1,1,0.38,0.3939,0.46,0.3284,13,512,525,18
2012-12-18,17065,4,1,12,19,0,2,1,1,0.38,0.3939,0.46,0.3881,19,334,353,18
2012-12-18,17066,4,1,12,20,0,2,1,1,0.36,0.3333,0.5,0.2537,4,264,268,18
2012-12-18,17067,4,1,12,21,0,2,1,1,0.36,0.3485,0.5,0.2239,9,159,168,18
2012-12-18,17068,4,1,12,22,0,2,1,1,0.34,0.3333,0.49,0.0,5,127,132,18
2012-12-18,17069,4,1,12,23,0,2,1,1,0.34,0.3485,0.49,0.0896,1,80,81,18
2012-12-19,17070,4,1,12,0,0,3,1,1,0.3,0.3182,0.61,0.0,6,35,41,19
2012-12-19,17071,4,1,12,1,0,3,1,1,0.3,0.3182,0.65,0.0896,1,14,15,19
2012-12-19,17072,4,1,12,2,0,3,1,1,0.28,0.303,0.65,0.0896,1,2,3,19
2012-12-19,17073,4,1,12,3,0,3,1,1,0.26,0.2727,0.75,0.1343,0,5,5,19
2012-12-19,17074,4,1,12,4,0,3,1,1,0.24,0.2424,0.75,0.1343,1,6,7,19
2012-12-19,17075,4,1,12,5,0,3,1,1,0.26,0.2879,0.75,0.0896,2,29,31,19
2012-12-19,17076,4,1,12,6,0,3,1,1,0.24,0.2576,0.75,0.0896,3,109,112,19
2012-12-19,17077,4,1,12,7,0,3,1,1,0.26,0.2727,0.75,0.1343,3,360,363,19
2012-12-19,17078,4,1,12,8,0,3,1,1,0.24,0.2576,0.87,0.1045,13,665,678,19
2012-12-19,17079,4,1,12,9,0,3,1,1,0.28,0.2879,0.75,0.1045,8,309,317,19
2012-12-19,17080,4,1,12,10,0,3,1,1,0.32,0.3333,0.7,0.1045,17,147,164,19
2012-12-19,17081,4,1,12,11,0,3,1,1,0.4,0.4091,0.54,0.2239,31,169,200,19
2012-12-19,17082,4,1,12,12,0,3,1,1,0.4,0.4091,0.54,0.2836,33,203,236,19
2012-12-19,17083,4,1,12,13,0,3,1,1,0.42,0.4242,0.5,0.194,30,183,213,19
2012-12-19,17084,4,1,12,14,0,3,1,1,0.42,0.4242,0.5,0.194,33,185,218,19
2012-12-19,17085,4,1,12,15,0,3,1,1,0.42,0.4242,0.5,0.2836,28,209,237,19
2012-12-19,17086,4,1,12,16,0,3,1,1,0.42,0.4242,0.5,0.3582,37,297,334,19
2012-12-19,17087,4,1,12,17,0,3,1,1,0.4,0.4091,0.5,0.3881,26,536,562,19
2012-12-19,17088,4,1,12,18,0,3,1,1,0.38,0.3939,0.5,0.3582,23,546,569,19
2012-12-19,17089,4,1,12,19,0,3,1,1,0.38,0.3939,0.5,0.3881,7,329,336,19
2012-12-19,17090,4,1,12,20,0,3,1,1,0.36,0.3485,0.57,0.2239,10,231,241,19
2012-12-19,17091,4,1,12,21,0,3,1,1,0.34,0.3182,0.61,0.2239,4,164,168,19
2012-12-19,17092,4,1,12,22,0,3,1,1,0.34,0.3485,0.61,0.0896,12,117,129,19
2012-12-19,17093,4,1,12,23,0,3,1,1,0.32,0.3333,0.66,0.1343,4,84,88,19
